Product_ID,Category,Sub-Category,Product_Name
OFF/BIN-001505,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
TEC/MAC-003343,Technology,Machines,Epson Perfection V600 Photo Scanner
OFF/ART-001289,Office Supplies,Art,"Sanford Pens, Blue"
OFF/ART-001236,Office Supplies,Art,Newell 341
OFF/BIN-001607,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders"
OFF/BIN-001428,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders"
FUR/BOO-000019,Furniture,Bookcases,"Bush Corner Shelving, Traditional"
TEC/ACC-003154,Technology,Accessories,"SanDisk Mouse, Bluetooth"
OFF/PAP-002240,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
TEC/PHO-003595,Technology,Phones,GE 2-Jack Phone Line Splitter
FUR/CHA-000248,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
FUR/CHA-000340,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton"
TEC/PHO-003715,Technology,Phones,Panasonic Kx-TS550
OFF/STO-002675,Office Supplies,Storage,"Rogers Shelving, Single Width"
OFF/FAS-001921,Office Supplies,Fasteners,"Stockwell Paper Clips, Bulk Pack"
FUR/TAB-000678,Furniture,Tables,"Barricks Coffee Table, Adjustable Height"
OFF/APP-001045,Office Supplies,Appliances,"KitchenAid Toaster, Black"
TEC/PHO-003559,Technology,Phones,"Cisco Headset, with Caller ID"
OFF/STO-002641,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
OFF/APP-000955,Office Supplies,Appliances,"Hamilton Beach Microwave, Red"
TEC/ACC-003000,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black
TEC/PHO-003682,Technology,Phones,"Nokia Office Telephone, Full Size"
FUR/BOO-000115,Furniture,Bookcases,"Safco Classic Bookcase, Pine"
TEC/COP-003283,Technology,Copiers,"HP Personal Copier, High-Speed"
OFF/APP-000999,Office Supplies,Appliances,"Hoover Microwave, Silver"
OFF/BIN-001592,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
FUR/BOO-000033,Furniture,Bookcases,"Bush Stackable Bookrack, Mobile"
FUR/FUR-000491,Furniture,Furnishings,"Eldon Door Stop, Duo Pack"
TEC/MAC-003421,Technology,Machines,"Okidata Printer, Red"
TEC/ACC-003170,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
OFF/SUP-002841,Office Supplies,Supplies,"Fiskars Box Cutter, High Speed"
OFF/ART-001259,Office Supplies,Art,Prang Drawing Pencil Set
OFF/SUP-002783,Office Supplies,Supplies,Acme Kleen Earth Office Shears
FUR/TAB-000682,Furniture,Tables,"Barricks Computer Table, Adjustable Height"
TEC/ACC-003031,Technology,Accessories,"Logitech Keyboard, Programmable"
FUR/FUR-000645,Furniture,Furnishings,"Tenex Frame, Duo Pack"
OFF/PAP-002193,Office Supplies,Paper,"Enermax Message Books, Multicolor"
FUR/FUR-000651,Furniture,Furnishings,"Tenex Light Bulb, Erganomic"
OFF/FAS-001920,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes"
OFF/STO-002567,Office Supplies,Storage,"Eldon Lockers, Industrial"
OFF/ART-001282,Office Supplies,Art,"Sanford Markers, Blue"
TEC/ACC-003145,Technology,Accessories,"SanDisk Flash Drive, USB"
FUR/FUR-000379,Furniture,Furnishings,Acrylic Self-Standing Desk Frames
OFF/ENV-001702,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window"
TEC/COP-003275,Technology,Copiers,"HP Fax Machine, High-Speed"
FUR/FUR-000456,Furniture,Furnishings,"Deflect-O Light Bulb, Black"
TEC/ACC-003160,Technology,Accessories,"SanDisk Numeric Keypad, USB"
OFF/ART-001193,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
TEC/PHO-003717,Technology,Phones,Plantronics 81402
FUR/TAB-000768,Furniture,Tables,"Chromcraft Training Table, Rectangular"
FUR/TAB-000778,Furniture,Tables,Hon 4060 Series Tables
OFF/FAS-001828,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes"
OFF/ART-001076,Office Supplies,Art,"BIC Canvas, Fluorescent"
OFF/ENV-001763,Office Supplies,Envelopes,"Jiffy Manila Envelope, Set of 50"
OFF/ENV-001770,Office Supplies,Envelopes,"Kraft Business Envelopes, Recycled"
TEC/PHO-003580,Technology,Phones,"Cisco Speaker Phone, Cordless"
OFF/APP-000891,Office Supplies,Appliances,"Breville Refrigerator, Silver"
TEC/COP-003253,Technology,Copiers,"Hewlett Ink, High-Speed"
FUR/BOO-000084,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional"
OFF/LAB-002064,Office Supplies,Labels,"Hon Removable Labels, Adjustable"
OFF/SUP-002886,Office Supplies,Supplies,"Kleencut Shears, Steel"
TEC/MAC-003373,Technology,Machines,"Konica Card Printer, Durable"
TEC/COP-003241,Technology,Copiers,"Hewlett Copy Machine, High-Speed"
TEC/MAC-003388,Technology,Machines,"Konica Printer, Wireless"
FUR/CHA-000321,Furniture,Chairs,"Office Star Chairmat, Red"
TEC/PHO-003558,Technology,Phones,"Cisco Headset, VoIP"
OFF/BIN-001590,Office Supplies,Binders,Self-Adhesive Ring Binder Labels
OFF/PAP-002451,Office Supplies,Paper,Xerox 1995
OFF/PAP-002393,Office Supplies,Paper,Xerox 1941
OFF/ENV-001791,Office Supplies,Envelopes,"Kraft Peel and Seal, Set of 50"
FUR/FUR-000461,Furniture,Furnishings,"Deflect-O Photo Frame, Duo Pack"
OFF/APP-000962,Office Supplies,Appliances,"Hamilton Beach Stove, Black"
TEC/MAC-003371,Technology,Machines,"Konica Calculator, White"
OFF/ENV-001781,Office Supplies,Envelopes,"Kraft Mailers, Recycled"
OFF/ENV-001778,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Security-Tint"
TEC/PHO-003767,Technology,Phones,"Samsung Signal Booster, Cordless"
OFF/ART-001177,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2"
OFF/LAB-002107,Office Supplies,Labels,"Smead Color Coded Labels, Alphabetical"
FUR/BOO-000014,Furniture,Bookcases,"Bush Classic Bookcase, Pine"
OFF/BIN-001627,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
OFF/ART-001101,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent"
OFF/PAP-002362,Office Supplies,Paper,Xerox 1913
FUR/CHA-000282,Furniture,Chairs,"Novimex Chairmat, Adjustable"
OFF/PAP-002226,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11"
OFF/ART-001299,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow"
OFF/BIN-001463,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders
OFF/APP-000916,Office Supplies,Appliances,"Cuisinart Refrigerator, Red"
FUR/CHA-000240,Furniture,Chairs,"Hon Bag Chairs, Red"
OFF/BIN-001511,Office Supplies,Binders,GBC Recycled Regency Composition Covers
OFF/PAP-002181,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor"
TEC/MAC-003372,Technology,Machines,"Konica Calculator, Wireless"
FUR/TAB-000691,Furniture,Tables,"Barricks Round Table, Fully Assembled"
OFF/ART-001070,Office Supplies,Art,BIC Brite Liner Grip Highlighters
OFF/BIN-001452,Office Supplies,Binders,Cardinal Holdit Business Card Pockets
FUR/BOO-000022,Furniture,Bookcases,"Bush Floating Shelf Set, Mobile"
OFF/BIN-001397,Office Supplies,Binders,Avery Durable Binders
TEC/PHO-003794,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit
FUR/TAB-000753,Furniture,Tables,"Chromcraft Computer Table, Fully Assembled"
FUR/TAB-000826,Furniture,Tables,"Lesro Round Table, Rectangular"
TEC/PHO-003632,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural"
OFF/SUP-002911,Office Supplies,Supplies,"Stiletto Scissors, High Speed"
FUR/CHA-000208,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable"
OFF/PAP-002287,Office Supplies,Paper,Southworth Structures Collection
TEC/COP-003244,Technology,Copiers,"Hewlett Fax and Copier, Digital"
OFF/STO-002585,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
OFF/STO-002626,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"
FUR/FUR-000398,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
OFF/BIN-001633,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders
OFF/BIN-001605,Office Supplies,Binders,Vinyl Sectional Post Binders
OFF/LAB-001993,Office Supplies,Labels,Avery 516
TEC/ACC-003123,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router
FUR/CHA-000173,Furniture,Chairs,Global Comet Stacking Armless Chair
OFF/ART-001295,Office Supplies,Art,"Sanford Sketch Pad, Blue"
TEC/COP-003223,Technology,Copiers,Canon Imageclass D680 Copier / Fax
OFF/APP-000964,Office Supplies,Appliances,"Hamilton Beach Stove, Silver"
TEC/MAC-003384,Technology,Machines,"Konica Phone, Wireless"
FUR/CHA-000188,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
FUR/FUR-000558,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
TEC/MAC-003382,Technology,Machines,"Konica Phone, Red"
OFF/PAP-002342,Office Supplies,Paper,Xerox 1895
OFF/BIN-001408,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems
OFF/LAB-001964,Office Supplies,Labels,Avery 49
OFF/STO-002642,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
TEC/PHO-003576,Technology,Phones,Cisco SPA112 2 Port Phone Adapter
FUR/FUR-000378,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
OFF/LAB-001991,Office Supplies,Labels,Avery 514
TEC/PHO-003578,Technology,Phones,Cisco SPA508G
OFF/BIN-001571,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
OFF/PAP-002327,Office Supplies,Paper,Xerox 1881
OFF/PAP-002458,Office Supplies,Paper,Xerox 200
TEC/PHO-003733,Technology,Phones,Polycom VVX 310 VoIP phone
FUR/TAB-000779,Furniture,Tables,Hon 5100 Series Wood Tables
OFF/BIN-001600,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
TEC/PHO-003598,Technology,Phones,GE DSL Phone Line Filter
FUR/CHA-000346,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
TEC/ACC-003110,Technology,Accessories,"Memorex Numeric Keypad, USB"
OFF/BIN-001360,Office Supplies,Binders,"Acco Index Tab, Economy"
TEC/ACC-003177,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack"
FUR/TAB-000806,Furniture,Tables,"Hon Wood Table, Rectangular"
FUR/CHA-000247,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs
OFF/ART-001190,Office Supplies,Art,Fluorescent Highlighters by Dixon
OFF/STO-002561,Office Supplies,Storage,"Eldon Folders, Industrial"
FUR/TAB-000719,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base
OFF/ENV-001774,Office Supplies,Envelopes,"Kraft Clasp Envelope, Security-Tint"
OFF/BIN-001348,Office Supplies,Binders,Acco D-Ring Binder w/DublLock
OFF/ART-001207,Office Supplies,Art,Newell 315
OFF/SUP-002801,Office Supplies,Supplies,"Acme Shears, Easy Grip"
OFF/APP-000861,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II
FUR/FUR-000665,Furniture,Furnishings,Tensor Track Tree Floor Lamp
TEC/PHO-003605,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger
TEC/PHO-003614,Technology,Phones,iOttie HLCRIO102 Car Mount
TEC/PHO-003641,Technology,Phones,"Motorola Audio Dock, Cordless"
OFF/LAB-002065,Office Supplies,Labels,"Hon Removable Labels, Laser Printer Compatible"
TEC/ACC-002978,Technology,Accessories,"Enermax Router, Programmable"
OFF/FAS-001852,Office Supplies,Fasteners,Advantus Push Pins
TEC/ACC-003070,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack
FUR/TAB-000800,Furniture,Tables,"Hon Training Table, Adjustable Height"
OFF/LAB-002007,Office Supplies,Labels,"Avery File Folder Labels, Alphabetical"
OFF/ART-001092,Office Supplies,Art,"BIC Pens, Easy-Erase"
OFF/APP-000906,Office Supplies,Appliances,"Cuisinart Blender, White"
FUR/CHA-000310,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair
OFF/FAS-001826,Office Supplies,Fasteners,"Accos Paper Clips, Metal"
FUR/BOO-000143,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile"
OFF/BIN-001464,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
OFF/ART-001093,Office Supplies,Art,"BIC Pens, Fluorescent"
TEC/MAC-003481,Technology,Machines,"StarTech Receipt Printer, White"
FUR/TAB-000677,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"
OFF/BIN-001353,Office Supplies,Binders,Acco Hanging Data Binders
OFF/BIN-001377,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
OFF/BIN-001361,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
OFF/FAS-001853,Office Supplies,Fasteners,"Advantus Push Pins, 12 Pack"
OFF/APP-000963,Office Supplies,Appliances,"Hamilton Beach Stove, Red"
FUR/FUR-000463,Furniture,Furnishings,"Deflect-O Photo Frame, Erganomic"
OFF/FAS-001821,Office Supplies,Fasteners,"Accos Clamps, Assorted Sizes"
FUR/BOO-000028,Furniture,Bookcases,"Bush Library with Doors, Pine"
FUR/FUR-000588,Furniture,Furnishings,Nu-Dell Leatherette Frames
OFF/BIN-001628,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
OFF/PAP-002336,Office Supplies,Paper,Xerox 189
OFF/PAP-002344,Office Supplies,Paper,Xerox 1897
OFF/LAB-002005,Office Supplies,Labels,"Avery File Folder Labels, 5000 Label Set"
TEC/ACC-003157,Technology,Accessories,"SanDisk Mouse, USB"
OFF/ART-001243,Office Supplies,Art,Newell 348
OFF/PAP-002418,Office Supplies,Paper,Xerox 1965
TEC/ACC-003072,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack"
FUR/CHA-000237,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall
FUR/FUR-000670,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps
OFF/STO-002634,Office Supplies,Storage,Letter Size Cart
TEC/COP-003250,Technology,Copiers,"Hewlett Fax Machine, Laser"
OFF/BIN-001467,Office Supplies,Binders,Clear Mylar Reinforcing Strips
OFF/PAP-002321,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
FUR/FUR-000444,Furniture,Furnishings,"Deflect-O Door Stop, Durable"
TEC/COP-003258,Technology,Copiers,"Hewlett Personal Copier, Color"
FUR/FUR-000384,Furniture,Furnishings,"Advantus Door Stop, Black"
OFF/ART-001100,Office Supplies,Art,"Binney & Smith Canvas, Easy-Erase"
TEC/COP-003226,Technology,Copiers,"Canon Ink, High-Speed"
FUR/CHA-000251,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs
OFF/BIN-001349,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder
OFF/ENV-001744,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box"
FUR/CHA-000202,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter
OFF/ART-001228,Office Supplies,Art,Newell 334
OFF/FAS-001891,Office Supplies,Fasteners,"OIC Paper Clips, Bulk Pack"
TEC/ACC-003091,Technology,Accessories,"Memorex Memory Card, Bluetooth"
OFF/ART-001261,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
TEC/ACC-003024,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
FUR/FUR-000439,Furniture,Furnishings,"Deflect-O Clock, Duo Pack"
FUR/TAB-000840,Furniture,Tables,Safco Drafting Table
OFF/ART-001212,Office Supplies,Art,Newell 32
OFF/STO-002570,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays
TEC/ACC-002951,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard
OFF/ART-001217,Office Supplies,Art,Newell 324
TEC/ACC-003120,Technology,Accessories,Microsoft Natural Keyboard Elite
OFF/LAB-002050,Office Supplies,Labels,"Harbour Creations Shipping Labels, Laser Printer Compatible"
OFF/PAP-002518,Office Supplies,Paper,"Xerox Parchment Paper, 8.5 x 11"
OFF/SUP-002805,Office Supplies,Supplies,Acme Softgrip Scissors
TEC/ACC-002989,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
OFF/ENV-001674,Office Supplies,Envelopes,"Ames Interoffice Envelope, Set of 50"
OFF/LAB-002054,Office Supplies,Labels,"Hon Color Coded Labels, Laser Printer Compatible"
TEC/PHO-003774,Technology,Phones,"Samsung Smart Phone, with Caller ID"
FUR/FUR-000625,Furniture,Furnishings,Staples
OFF/STO-002609,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy"
OFF/SUP-002866,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener
TEC/COP-003249,Technology,Copiers,"Hewlett Fax Machine, High-Speed"
OFF/STO-002535,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black"
FUR/BOO-000029,Furniture,Bookcases,"Bush Library with Doors, Traditional"
FUR/CHA-000347,Furniture,Chairs,"SAFCO Chairmat, Adjustable"
OFF/SUP-002907,Office Supplies,Supplies,"Stiletto Ruler, High Speed"
TEC/ACC-003095,Technology,Accessories,Memorex Micro Travel Drive 16 GB
FUR/CHA-000233,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs
FUR/FUR-000664,Furniture,Furnishings,Tensor Computer Mounted Lamp
TEC/ACC-003026,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting
TEC/PHO-003511,Technology,Phones,Apple iPhone 5S
FUR/FUR-000424,Furniture,Furnishings,DAX Clear Channel Poster Frame
OFF/APP-000850,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor
OFF/BIN-001503,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
OFF/BIN-001495,Office Supplies,Binders,GBC Instant Index System for Binding Systems
OFF/PAP-002156,Office Supplies,Paper,"Eaton Cards & Envelopes, Premium"
FUR/CHA-000277,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton"
FUR/FUR-000428,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11"
OFF/LAB-001959,Office Supplies,Labels,Avery 485
OFF/LAB-002020,Office Supplies,Labels,"Avery Round Labels, Laser Printer Compatible"
OFF/PAP-002409,Office Supplies,Paper,Xerox 1956
TEC/ACC-003183,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
OFF/BIN-001609,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear"
TEC/MAC-003333,Technology,Machines,"Epson Calculator, Red"
TEC/PHO-003775,Technology,Phones,"Samsung Speaker Phone, Cordless"
TEC/COP-003286,Technology,Copiers,"HP Wireless Fax, Digital"
TEC/ACC-002948,Technology,Accessories,"Belkin Router, Programmable"
TEC/MAC-003426,Technology,Machines,"Okidata Receipt Printer, White"
OFF/STO-002611,Office Supplies,Storage,"Fellowes Shelving, Blue"
OFF/BIN-001544,Office Supplies,Binders,"Ibico Binding Machine, Economy"
FUR/FUR-000420,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
OFF/FAS-001888,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes"
OFF/ENV-001703,Office Supplies,Envelopes,"Cameo Mailers, Recycled"
FUR/TAB-000786,Furniture,Tables,"Hon Computer Table, Fully Assembled"
FUR/FUR-000517,Furniture,Furnishings,"Eldon Photo Frame, Black"
OFF/ART-001080,Office Supplies,Art,"BIC Highlighters, Fluorescent"
OFF/APP-000920,Office Supplies,Appliances,"Cuisinart Stove, Red"
OFF/APP-001036,Office Supplies,Appliances,"KitchenAid Microwave, White"
OFF/LAB-002092,Office Supplies,Labels,"Novimex Round Labels, Laser Printer Compatible"
FUR/BOO-000107,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases"
FUR/FUR-000445,Furniture,Furnishings,"Deflect-O Door Stop, Erganomic"
OFF/LAB-002074,Office Supplies,Labels,"Novimex Color Coded Labels, 5000 Label Set"
FUR/FUR-000520,Furniture,Furnishings,"Eldon Photo Frame, Erganomic"
OFF/FAS-001817,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
OFF/LAB-002100,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
OFF/PAP-002365,Office Supplies,Paper,Xerox 1916
OFF/BIN-001629,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock
FUR/BOO-000128,Furniture,Bookcases,"Safco Library with Doors, Traditional"
TEC/ACC-003109,Technology,Accessories,"Memorex Numeric Keypad, Erganomic"
OFF/ART-001314,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase"
OFF/ENV-001684,Office Supplies,Envelopes,"Ames Peel and Seal, Recycled"
TEC/COP-003189,Technology,Copiers,"Brother Fax and Copier, Color"
TEC/MAC-003374,Technology,Machines,"Konica Card Printer, Red"
FUR/BOO-000007,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Mobile"
OFF/FAS-001842,Office Supplies,Fasteners,"Accos Thumb Tacks, Metal"
OFF/FAS-001898,Office Supplies,Fasteners,"OIC Rubber Bands, Assorted Sizes"
OFF/LAB-002062,Office Supplies,Labels,"Hon Legal Exhibit Labels, Laser Printer Compatible"
OFF/SUP-002812,Office Supplies,Supplies,"Acme Trimmer, Steel"
OFF/STO-002694,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top
TEC/ACC-003097,Technology,Accessories,Memorex Micro Travel Drive 4 GB
OFF/PAP-002330,Office Supplies,Paper,Xerox 1884
OFF/SUP-002772,Office Supplies,Supplies,Acme Box Cutter Scissors
FUR/TAB-000734,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
OFF/APP-000877,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
OFF/ART-001160,Office Supplies,Art,"Boston Pens, Easy-Erase"
OFF/LAB-002059,Office Supplies,Labels,"Hon Legal Exhibit Labels, 5000 Label Set"
OFF/PAP-002311,Office Supplies,Paper,White Computer Printout Paper by Universal
OFF/LAB-002114,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable"
FUR/CHA-000358,Furniture,Chairs,"SAFCO Rocking Chair, Adjustable"
FUR/FUR-000438,Furniture,Furnishings,"Deflect-O Clock, Black"
OFF/APP-001002,Office Supplies,Appliances,"Hoover Refrigerator, Black"
FUR/BOO-000086,Furniture,Bookcases,"Ikea Library with Doors, Mobile"
OFF/FAS-001829,Office Supplies,Fasteners,"Accos Push Pins, Bulk Pack"
OFF/ART-001285,Office Supplies,Art,"Sanford Markers, Water Color"
OFF/APP-000932,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac
TEC/ACC-003069,Technology,Accessories,Maxell 4.7GB DVD-R
FUR/BOO-000078,Furniture,Bookcases,"Ikea Corner Shelving, Mobile"
OFF/BIN-001545,Office Supplies,Binders,"Ibico Binding Machine, Recycled"
TEC/MAC-003429,Technology,Machines,"Panasonic Calculator, Red"
OFF/ENV-001724,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Security-Tint"
TEC/MAC-003430,Technology,Machines,"Panasonic Calculator, White"
OFF/APP-001018,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum
OFF/ART-001222,Office Supplies,Art,Newell 329
OFF/PAP-002385,Office Supplies,Paper,Xerox 1934
OFF/STO-002690,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"
TEC/PHO-003707,Technology,Phones,Panasonic KX T7731-B Digital phone
FUR/CHA-000204,Furniture,Chairs,"Global Value Steno Chair, Gray"
OFF/PAP-002134,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”"
TEC/COP-003282,Technology,Copiers,"HP Personal Copier, Digital"
FUR/TAB-000842,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
OFF/BIN-001388,Office Supplies,Binders,"Avery Binder, Clear"
OFF/PAP-002166,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11"
TEC/COP-003285,Technology,Copiers,"HP Wireless Fax, Color"
FUR/CHA-000255,Furniture,Chairs,Hon GuestStacker Chair
OFF/ART-001111,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow"
TEC/PHO-003720,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
OFF/ART-001149,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener
TEC/ACC-003011,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
FUR/FUR-000648,Furniture,Furnishings,"Tenex Light Bulb, Black"
TEC/ACC-003025,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
OFF/ENV-001723,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Recycled"
OFF/ENV-001685,Office Supplies,Envelopes,"Ames Peel and Seal, Security-Tint"
OFF/PAP-002169,Office Supplies,Paper,"Eaton Message Books, Recycled"
FUR/FUR-000418,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp
OFF/APP-000946,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector
TEC/COP-003290,Technology,Copiers,Sharp AL-1530CS Digital Copier
TEC/PHO-003528,Technology,Phones,AT&T 1070 Corded Phone
FUR/FUR-000587,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
OFF/APP-000854,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
OFF/ENV-001718,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes
TEC/COP-003289,Technology,Copiers,Sharp 1540cs Digital Laser Copier
FUR/FUR-000489,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
TEC/ACC-003167,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
OFF/STO-002530,Office Supplies,Storage,Advantus Rolling Drawer Organizers
FUR/BOO-000094,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
OFF/PAP-002469,Office Supplies,Paper,Xerox 21
OFF/ENV-001665,Office Supplies,Envelopes,"Ames Business Envelopes, Security-Tint"
OFF/LAB-001969,Office Supplies,Labels,Avery 494
OFF/PAP-002205,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
OFF/BIN-001554,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System
TEC/COP-003293,Technology,Copiers,"Sharp Copy Machine, Laser"
